meta_const,center_const,train_loss,test_loss
1.0,1.0,1.0,1.0,0.02943,0.24381
1.0,1.0,1.0,1.5,0.02764,0.25189
1.0,1.0,1.0,2.0,0.02669,0.28013
1.0,1.0,1.0,2.5,0.0286,0.21983
1.0,1.0,1.0,3.0,0.03494,0.24271
1.0,1.0,1.5,1.0,0.0432,0.27581
1.0,1.0,1.5,1.5,0.03818,0.2553
1.0,1.0,1.5,2.0,0.03402,0.25301
1.0,1.0,1.5,2.5,0.03521,0.26124
1.0,1.0,1.5,3.0,0.03102,0.28411
1.0,1.0,2.0,1.0,0.0414,0.21035
1.0,1.0,2.0,1.5,0.03434,0.26403
1.0,1.0,2.0,2.0,0.04519,0.23007
1.0,1.0,2.0,2.5,0.02829,0.26635
1.0,1.0,2.0,3.0,0.04073,0.28426
1.0,1.0,2.5,1.0,0.02699,0.22985
1.0,1.0,2.5,1.5,0.02813,0.27957
1.0,1.0,2.5,2.0,0.03778,0.26607
1.0,1.0,2.5,2.5,0.03228,0.24442
1.0,1.0,2.5,3.0,0.03348,0.30145
1.0,1.0,3.0,1.0,0.03351,0.25227
1.0,1.0,3.0,1.5,0.0354,0.24537
1.0,1.0,3.0,2.0,0.03378,0.25696
1.0,1.0,3.0,2.5,0.03022,0.23892
1.0,1.0,3.0,3.0,0.03586,0.23102
1.0,1.5,1.0,1.0,0.03149,0.26643
1.0,1.5,1.0,1.5,0.0317,0.26065
1.0,1.5,1.0,2.0,0.03547,0.23636
1.0,1.5,1.0,2.5,0.03354,0.2423
1.0,1.5,1.0,3.0,0.03073,0.24178
1.0,1.5,1.5,1.0,0.03199,0.25351
1.0,1.5,1.5,1.5,0.0307,0.28083
1.0,1.5,1.5,2.0,0.02971,0.27054
1.0,1.5,1.5,2.5,0.02947,0.27899
1.0,1.5,1.5,3.0,0.03148,0.25131
1.0,1.5,2.0,1.0,0.03168,0.23818
1.0,1.5,2.0,1.5,0.0338,0.26699
1.0,1.5,2.0,2.0,0.02732,0.27907
1.0,1.5,2.0,2.5,0.03465,0.27148
1.0,1.5,2.0,3.0,0.04082,0.26855
1.0,1.5,2.5,1.0,0.03174,0.26966
1.0,1.5,2.5,1.5,0.02927,0.25924
1.0,1.5,2.5,2.0,0.03324,0.24407
1.0,1.5,2.5,2.5,0.05134,0.24803
1.0,1.5,2.5,3.0,0.03425,0.24343
1.0,1.5,3.0,1.0,0.03916,0.24712
1.0,1.5,3.0,1.5,0.03199,0.27778
1.0,1.5,3.0,2.0,0.0419,0.28526
1.0,1.5,3.0,2.5,0.02973,0.24836
1.0,1.5,3.0,3.0,0.0443,0.21212
1.0,2.0,1.0,1.0,0.04836,0.22856
1.0,2.0,1.0,1.5,0.03454,0.25912
1.0,2.0,1.0,2.0,0.03882,0.25882
1.0,2.0,1.0,2.5,0.03308,0.24894
1.0,2.0,1.0,3.0,0.03156,0.2899
1.0,2.0,1.5,1.0,0.04433,0.22958
1.0,2.0,1.5,1.5,0.02808,0.26425
1.0,2.0,1.5,2.0,0.02795,0.25265
1.0,2.0,1.5,2.5,0.0456,0.26225
1.0,2.0,1.5,3.0,0.04166,0.23096
1.0,2.0,2.0,1.0,0.04644,0.22956
1.0,2.0,2.0,1.5,0.02892,0.24256
1.0,2.0,2.0,2.0,0.06041,0.27125
1.0,2.0,2.0,2.5,0.02827,0.28173
1.0,2.0,2.0,3.0,0.03986,0.28016
1.0,2.0,2.5,1.0,0.03643,0.24684
1.0,2.0,2.5,1.5,0.04142,0.2799
1.0,2.0,2.5,2.0,0.03483,0.25563
